time	200
dz	0.02	0.02	0.02	0.02	0.02	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
limit_depth	0.001
items	number	k_offset	center_x	center_y	delta_x	delta_y	btm_k	sfc_k	btm_z	sfc_z	container_i	container_j	local_i	local_j	dry_wet
936	u	0.02073210324443309	0.06064742769060026	0.08471550177364748	0.1019645094485118	0.1154209659232569	0.1347173372792761	0.1543421815509994	0.169622082444015	0.1821206360877385	0.1926452196224257	0.2016715176159915	0.2095467614610467	0.2167038709272619	0.224325552128379	0	0
937	u	0.02065360255156666	0.06052825890942456	0.08458042905175642	0.1018168838676417	0.1152630565090426	0.1345446794213706	0.154161774862023	0.1694414909750234	0.1819442471421556	0.1924752573178226	0.2015085642279625	0.209390053022011	0.2165517160871159	0.2241658116159879	0	0
938	u	0.02060231735694645	0.06045318642753093	0.08449126022687292	0.1017149112775589	0.1151507379709247	0.1344180007020863	0.1540280849891932	0.1693083876444589	0.1818161728720777	0.1923544700856238	0.2013956038256498	0.209283947930627	0.2164503459786556	0.224028899646027	0	0
939	u	0.02058258040760405	0.06042001810995862	0.08444386655150599	0.1016540200407433	0.1150792520350641	0.1343325684498584	0.1539358220423036	0.1692167893220055	0.1817296544683837	0.1922753139750108	0.2013243513841922	0.2092195337146086	0.2163904526014402	0.2239423952846612	0	0
940	u	0.02058663732386747	0.06041464500895386	0.08442258526037873	0.1016183252872015	0.1150326738599141	0.1342723168334409	0.1538685239361781	0.1691497969279885	0.1816673565149592	0.1922200609219749	0.2012767866795386	0.2091786695332617	0.2163540330199296	0.2238912751272941	0	0
941	u	0.02060798993485003	0.06042428857627961	0.08441370858764634	0.1015942090500055	0.1149974481071641	0.1342236287966009	0.153812426155492	0.1690935102305266	0.1816152655176498	0.1921746347372948	0.201238869697847	0.209147517303922	0.2163276845736276	0.2238579221603458	0	0
942	u	0.02063371886932449	0.06043043275476936	0.08439869561342812	0.1015634574213046	0.1149554579504306	0.1341682407944915	0.1537491419691857	0.1690293751282326	0.1815546210958045	0.1921200468421954	0.2011913916628569	0.2091067054241323	0.2162919858124375	0.2238281004300189	0	0
943	u	0.02064799205923019	0.06041566293075938	0.08436100574134021	0.1015098891767165	0.1148906330098569	0.1340898605247836	0.1536623018064888	0.1689408971439463	0.1814687498088269	0.1920393768391238	0.2011171261259727	0.2090386658129509	0.2162290101533988	0.2237839018247887	0	0
944	u	0.02064626585940572	0.06037791541616882	0.08429964957461497	0.1014327839232475	0.1148023551379464	0.1339878246418503	0.1535513912720825	0.1688277214815443	0.1813574582473565	0.1919325836623795	0.2010161611915629	0.2089435841169985	0.2161389862729362	0.2237125888922578	0	0
945	u	0.02063390298312145	0.06032521864213371	0.08422343245287227	0.101341137195663	0.1146996629136432	0.133871291535513	0.1534258166777289	0.1686995503009718	0.1812307748426856	0.191810040035871	0.2008992158345418	0.2088325128690128	0.2160332529464825	0.2236176907701626	0	0
946	u	0.0206121897890506	0.06026041416718377	0.08413585785810951	0.1012385316168841	0.1145861139080074	0.1337438498476201	0.1532892569106137	0.1685601656207614	0.181092592920206	0.1916757376061232	0.2007703483408407	0.208709523251383	0.2159158378617083	0.2235092528096868	0	0
947	u	0.02057808180816263	0.06018348227154369	0.08403741735136543	0.101125373251907	0.1144620833055906	0.133605812422929	0.1531420305687493	0.1684098681609054	0.1809431811410558	0.1915298875407721	0.2006296649675977	0.2085745450813965	0.2157864033976728	0.2233906921041696	0	0
948	u	0.02053651573749397	0.06010392657863604	0.08393760268156215	0.1010109486826328	0.114336853626909	0.1334665404921959	0.1529936142833182	0.1682582692498036	0.1807923076728342	0.19138242681235	0.2004872719147134	0.2084378396765689	0.2156553165012151	0.2232645945234125	0	0
949	u	0.02050144622425796	0.06003778881106567	0.08385180498789047	0.100910436328812	0.1142255991317198	0.1333414773276047	0.1528596526828379	0.1681212782622415	0.1806561961837269	0.1912499327239461	0.2003601295460062	0.2083167653912565	0.2155403363505134	0.2231431723739291	0	0
950	u	0.02048202077482794	0.05999170923033813	0.08378576222122903	0.1008294485343372	0.1141339136379012	0.133236434479628	0.1527460339449448	0.168004900836286	0.1805409924930034	0.1911387024508925	0.2002546874506042	0.208217914824307	0.2154481873437548	0.223040653584806	0	0
951	u	0.02047450046686852	0.05995752926622565	0.08373067777019935	0.1007591665695871	0.1140529717502567	0.1331425743685454	0.1526438153706697	0.1679000877522286	0.1804375316115049	0.1910394385768846	0.2001614892835963	0.208131637894589	0.215369001819708	0.2229584203572759	0	0
952	u	0.02046946112537296	0.05992307983651333	0.08367418947465757	0.1006872920995985	0.1139705143231419	0.1330475034390386	0.152540485674299	0.1677942067132075	0.1803330468286221	0.1909392141834788	0.2000674163160888	0.2080445876322442	0.2152891605613538	0.2228848236869955	0	0
953	u	0.02046176863761932	0.05988272188911441	0.08361076840627114	0.1006084285246632	0.1138812155098651	0.1329458152535628	0.152430617169187	0.1676818319707805	0.1802221276256248	0.1908326374464155	0.1999670927699254	0.2079513941747006	0.2152032690769901	0.2228086133627641	0	0
954	u	0.02045209381514193	0.05983704418691629	0.08354126230691408	0.1005236090819123	0.11378616867838	0.1328386191286215	0.1523153702545974	0.167564211866848	0.1801061345548782	0.1907212018396203	0.1998621630194185	0.2078538656808288	0.2151133032766613	0.2227268006957948	0	0
955	u	0.0204406356355895	0.05978540283083349	0.08346545419122395	0.1004328186195933	0.1136853788438843	0.1327259211515709	0.1521947728808824	0.1674414182034661	0.1799851935884485	0.1906050959969212	0.1997528824103914	0.2077523259200648	0.2150196624995425	0.2226408375876127	0	0
956	u	0.02042190056801835	0.05972206794388371	0.08337826548023854	0.1003311296477846	0.1135739121133111	0.1326026690318677	0.1520637113211526	0.1673082604287505	0.1798540185522617	0.1904789175695215	0.1996337102521627	0.2076410687694057	0.2149164405165038	0.2225492909023869	0	0
957	u	0.02038957703851467	0.05964333231535167	0.08327666640801958	0.1002155463059571	0.1134487716317927	0.1324657001218877	0.151918956959941	0.1671614148212403	0.1797091664306095	0.1903390798916146	0.1995008903276196	0.2075161335104092	0.2147994188534476	0.2224473717420441	0	0
958	u	0.02034702538826725	0.05955725157682297	0.08316900401101852	0.100094343108533	0.1133182454194184	0.1323232984577382	0.1517688595472418	0.1670092994241454	0.1795591293593498	0.1901941598205918	0.1993630893005536	0.207386271463959	0.2146774079369143	0.2223351074921833	0	0
959	u	0.02030817903287937	0.05948035904297939	0.08307152578064193	0.09998366996102905	0.1131984713054217	0.1321918078574405	0.1516299402351506	0.1668686601809343	0.1794209143040813	0.1900614650104296	0.199237955704409	0.2072695071792031	0.214568831108845	0.2222241127669763	0	0
960	u	0.02028355197744143	0.05942086452775153	0.08299193402405093	0.09989117991638129	0.1130970331377845	0.1320789902440933	0.1515100465625608	0.1667474672959267	0.1793026409404622	0.1899492925904926	0.1991339899115908	0.2071745696515616	0.21448268416964	0.2221293750202126	0	0
961	u	0.02026758381614934	0.05936879614462236	0.08292009365556843	0.09980672347835892	0.1130036882401785	0.1319745038938282	0.1513987043855775	0.1666350898653395	0.1791935022975668	0.1898466432051633	0.1990399833993933	0.2070900259069774	0.2144073112906222	0.222053565662565	0	0
962	u	0.02024526421377987	0.05930817751918369	0.08284032248787004	0.09971456918553875	0.1129026589163786	0.1318622852348071	0.1512796493682435	0.1665150006763416	0.1790766672738009	0.1897363377287622	0.1989383611539557	0.2069978515032465	0.2143241901023294	0.2219828798707307	0	0
963	u	0.02021104011169876	0.05923727223855749	0.08275113179697346	0.09961310829073181	0.112792355187131	0.1317406120268123	0.1511511348831423	0.1663854033939473	0.1789502912982887	0.1896164848220032	0.1988271828855714	0.2068960503783522	0.2142312328548422	0.2219040947722112	0	0
964	u	0.02017670749829328	0.05917171115908587	0.0826678710998615	0.09951756164392175	0.1126880292628939	0.1316249394075502	0.1510288046274149	0.166262169069189	0.1788305194488085	0.1895035509963077	0.1987232813576408	0.206801864054158	0.2141461009921223	0.2218211589274949	0	0
965	u	0.02015748494474301	0.05912536744533099	0.08260375672960896	0.09944108579371923	0.1126028121832123	0.1315287026861043	0.1509262499176485	0.1661590988737345	0.1787314047591037	0.189411880435328	0.198641333550688	0.2067303420015156	0.2140842666580848	0.2217507460208081	0	0
966	u	0.02015261161009574	0.05909202413821	0.08255219023353964	0.09937709729211407	0.1125300496355295	0.1314452927643113	0.1508367734547698	0.1660694043962472	0.1786460629237848	0.1893344812797887	0.1985742238815155	0.2066742258774805	0.2140383256183132	0.2217011635312534	0	0
967	u	0.02014501657523014	0.05905138394718925	0.08249311528600267	0.09930554159799239	0.112449641321237	0.1313543333284044	0.1507397300570067	0.1659721219512732	0.1785531764824098	0.1892496352839219	0.198499779338505	0.2066108329687217	0.2139850351925906	0.2216600519355973	0	0
968	u	0.02012106213833689	0.05899284753512962	0.08241637999259528	0.09921618756669437	0.1123513978356197	0.1312453824070952	0.1506245281029768	0.1658564816758668	0.1784417737235533	0.189146136673429	0.1984065308921039	0.206528397481039	0.2139122717680466	0.2216078854012645	0	0
969	u	0.02008719993839436	0.05892890684684895	0.08233438397960631	0.09912130405606298	0.1122476876314641	0.131130899467842	0.1505037406770132	0.1657352169362771	0.1783247892105105	0.1890371585675735	0.1983079272759959	0.2064406798613042	0.2138341106018741	0.221540884755265	0	0
970	u	0.02006434182866946	0.05888239593875805	0.08226911776269376	0.09904282538744807	0.1121605284856818	0.1310332748076288	0.1503999905178943	0.1656312751057273	0.1782255465837059	0.1889464566964574	0.1982282190624609	0.2063724890423238	0.2137759692842825	0.221476703051115	0	0
971	u	0.02006543380834919	0.05886099263001782	0.08222725944119513	0.09898755851278825	0.1120967487929427	0.1309595871402458	0.1503204079953689	0.1655519082344707	0.1781514386511542	0.1888815881555644	0.198175160193807	0.2063318083309017	0.2137461120927809	0.2214351524186964	0	0
972	u	0.02008123601999917	0.05884716421827415	0.08219106927786121	0.09893807821727703	0.1120389106567797	0.1308922391354904	0.1502471813317299	0.165479086634461	0.1780841863446707	0.1888239919391927	0.1981298749500394	0.2062994136570112	0.2137249544296662	0.2214154187796136	0	0
973	u	0.02008860670815883	0.05881348567350193	0.08213410496146031	0.09886830384425142	0.1119609359876348	0.1308046917218478	0.1501534841972927	0.1653856485214277	0.1779962398044967	0.188745677196597	0.1980638798410325	0.2062462792245605	0.2136828726622038	0.2213944126513618	0	0
974	u	0.02007124423719859	0.05874663560036486	0.0820445667667896	0.09876668828716498	0.11185130796899	0.1306850384751677	0.1500273110382823	0.1652594576735409	0.177875310085268	0.1886341847219435	0.1979645310512454	0.2061595583479089	0.2136067684007097	0.22134777495282	0	0
975	u	0.02003185938210636	0.05865627474341945	0.08193328691415164	0.09864415436808953	0.111720961802848	0.130544149896761	0.1498796819071741	0.1651116805585614	0.1777327221980541	0.1885010321860296	0.1978435752149947	0.2060512515667846	0.2135088911107962	0.2212706331204534	0	0
976	u	0.01998503062592436	0.05856212179990298	0.0818204810988018	0.09852086012498873	0.111589989964356	0.1304022883303231	0.1497310900185273	0.1649630630162777	0.1775895036978105	0.1883675758057908	0.1977227529778086	0.2059435381069986	0.2134118991243255	0.2211790844437743	0	0
977	u	0.01994169019605682	0.05847632651279055	0.08171832158059787	0.09840880786698447	0.1114702573358352	0.1302714680240062	0.1495936659086452	0.1648258428035179	0.1774579972679034	0.1882462696307955	0.1976146478783883	0.2058491489658356	0.2133286747698653	0.2210930033887581	0	0
978	u	0.01990174987596938	0.05839847610083595	0.08162624462444124	0.09830715645538762	0.111360765296386	0.1301506679170561	0.1494663381733848	0.1646988436107586	0.1773368938432721	0.1881356512982365	0.1975176245967848	0.2057662638514889	0.2132572037810165	0.2210206412928329	0	0
979	u	0.01986069594257771	0.0583253444051204	0.08154073184163683	0.09821201820565877	0.1112575208906321	0.1300358171846929	0.1493449652329521	0.1645777907577666	0.1772217574556379	0.188031099290746	0.1974268485777854	0.2056897957385927	0.2131921007941356	0.2209587179117914	0	0
980	u	0.01982100022077738	0.05826223751509483	0.08146637966495412	0.09812756944228289	0.1111646607995225	0.1299311127537484	0.1492337722332185	0.16446691960567	0.1771168432943999	0.1879368979667808	0.1973466454988826	0.2056241100520896	0.2131377627425862	0.220904780671129	0	0
981	u	0.01979439979801382	0.05822192878288793	0.08141469748562351	0.09806495602912889	0.1110933379239275	0.1298479774700925	0.1491443082222048	0.1643779225925843	0.1770340100443296	0.1878651003408535	0.1972892936519062	0.2055817975459875	0.2131069625424247	0.2208655355267991	0	0
982	u	0.01979214662699908	0.05821204619095758	0.08139180672856446	0.09803009864205761	0.1110494996791702	0.1297926594482322	0.1490828837406075	0.1643172086425684	0.1769797931052513	0.187822400861704	0.1972616814588475	0.2055699274754309	0.2131071006710979	0.220851893837217	0	0
983	u	0.01981344973673054	0.05822442129506908	0.08138836544588038	0.09801373213314303	0.1110239323648323	0.1297560467268153	0.1490402936237191	0.1642755046162926	0.1769448624803455	0.1877994071204934	0.1972543535754777	0.2055789260643565	0.2131286678159753	0.2208654875885206	0	0
984	u	0.01984371025209666	0.05823742199149171	0.08138247033874432	0.09799426889535393	0.1109951102816661	0.1297164260000607	0.1489945981261564	0.1642306244943811	0.1769067622904426	0.1877733682157086	0.1972442409351963	0.2055855762397871	0.2131479902330058	0.2208920593145901	0	0
985	u	0.01986390200403665	0.05822927955959119	0.08135322057399159	0.09795115322557592	0.1109425585490435	0.1296530136032935	0.1489248159100728	0.164161361319272	0.1768440327227712	0.1877225389010078	0.1972092749699315	0.2055673749911996	0.2131421705760078	0.2209081692181145	0	0
986	u	0.01986353747069787	0.05819207573778252	0.0812939718196037	0.09787799868822131	0.1108599969977174	0.1295593351648867	0.148824418641221	0.1640611223533309	0.1767500132982351	0.1876401834845326	0.1971426536243862	0.2055172728673596	0.2131040428233369	0.2208959703374859	0	0
987	u	0.01984603546373725	0.05813430725378895	0.0812140173762813	0.09778427134604493	0.1107569883171872	0.1294449829401672	0.1487031084585404	0.1639397304279158	0.1766346540636229	0.1875363977262396	0.1970546544760268	0.2054459161333939	0.2130444582046477	0.2208541548348793	0	0
988	u	0.01982244159155561	0.05807043597218205	0.08112814029794049	0.09768486692004483	0.110648471020562	0.1293250561775573	0.1485761353111058	0.1638126214334241	0.1765135914365147	0.1874270367431773	0.196961376564533	0.2053697498856835	0.2129802281094013	0.2207957795300813	0	0
989	u	0.01980097812054844	0.05800889732570002	0.08104489768135573	0.09758842223509614	0.1105430638110968	0.1292082882202737	0.1484522935389383	0.1636886697584964	0.17639578201509	0.1873211448446564	0.1968719685396596	0.2052980014102407	0.212920726034783	0.2207356305227888	0	0
990	u	0.01978149642975321	0.05794821920374505	0.0809629870851671	0.09749369407648864	0.1104394785602145	0.129093369703872	0.1483302384012466	0.1635664765091321	0.176279743060745	0.1872171303640206	0.196784714149178	0.2052288234352067	0.2128639624385029	0.2206791983592772	0	0
991	u	0.01975818672904781	0.0578822970567445	0.08087664246852237	0.09739492452136841	0.110331910584628	0.1289743639492752	0.148203953482682	0.1634399144083659	0.1761592045773547	0.1871085510156536	0.1966929801645506	0.2051553892829569	0.2128029065665662	0.2206227642530072	0	0
992	u	0.01972695615066066	0.05780898066009083	0.08078404463577116	0.09729022953785239	0.1102184513302599	0.1288492607405249	0.1480714151012559	0.1633069214909873	0.1760320423038582	0.186993195851392	0.1965944505688773	0.20507527030191	0.2127349835733238	0.220560467114867	0	0
993	u	0.0196905944308853	0.05773410801319571	0.08069106710841051	0.09718534768450436	0.1101048248395998	0.1287237979589853	0.1479384198115999	0.1631733494919395	0.1759041599458142	0.1868770221052081	0.1964951495466263	0.2049945885622608	0.21266642516067	0.2204925534515078	0	0
994	u	0.01965749910656815	0.05766785798752894	0.08060751258510268	0.09708992994590412	0.1100006670853137	0.1286077445365864	0.1478148456880108	0.1630491986706031	0.1757856841658792	0.1867702895298549	0.1964054839220288	0.2049239262510264	0.2126080022006128	0.2204266101653159	0	0
995	u	0.01963528666092939	0.0576168459037136	0.08053939120203625	0.09700987937809979	0.1099118531762518	0.128507115051276	0.1477067712669716	0.1629406217747368	0.1756828413627418	0.1866792986795401	0.1963318338535945	0.2048697708219672	0.2125663478069596	0.2203719584180044	0	0
996	u	0.01962480078515738	0.05757876042926315	0.08048390176234041	0.09694236239980128	0.1098355145484538	0.1284190793397856	0.1476113462950384	0.1628447425686635	0.1755927146693287	0.1866010773982416	0.1962711675971088	0.2048290462781997	0.2125383638059972	0.2203319996261738	0	0
997	u	0.01961976847614644	0.05754423867315842	0.08043156356474808	0.09687792481171753	0.1097621706904732	0.1283340724801635	0.1475189277055795	0.1627518183235397	0.1755054392569922	0.1865256114595956	0.1962132981178343	0.2047913878161789	0.2125135084490302	0.2203009757937086	0	0
998	u	0.01961161199148497	0.05750367409247081	0.08037300921870236	0.09680723496790729	0.1096824833632482	0.1282426208128504	0.1474199700371316	0.1626522055525656	0.175411254932084	0.1864429981140232	0.1961481516296494	0.2047465441618204	0.2124813553825013	0.2202681494441438	0	0
999	u	0.019595420525243	0.05745359701148293	0.08030511229089715	0.09672716772792303	0.10959334353968	0.1281415394344485	0.1473112864653376	0.1625426955076075	0.1753069187729295	0.1863499434150951	0.1960723672998765	0.2046910885008634	0.2124384081267117	0.2202251373578327	0	0
1000	u	0.01957294119129495	0.05739832936758922	0.08023234238334599	0.09664214411923627	0.1094991957090813	0.1280353077394327	0.1471974184001492	0.1624278864037283	0.1751970854014735	0.1862511565118358	0.1959907097218412	0.2046298648546979	0.2123896268617821	0.2201710977185488	0	0
1001	u	0.01955060031331813	0.05734603511464764	0.08016269347968667	0.09656009422113551	0.1094079941634926	0.1279320126503601	0.1470865501465308	0.162316061784559	0.1750901342866386	0.1861551045036922	0.1959117227683983	0.2045715003312542	0.2123437439161567	0.2201119741948361	0	0
1002	u	0.0195345750913702	0.05730258613914359	0.08010164526977552	0.09648645163954263	0.1093251808387521	0.1278372275588093	0.1469843126818634	0.1622129178406905	0.1749918253831381	0.186067604657915	0.1958412723308942	0.2045219203630471	0.2123067897725352	0.2200555167115174	0	0
1003	u	0.0195266084919451	0.05726765693571483	0.08004850815579027	0.09642053319655544	0.1092500739841232	0.1277503335254434	0.146890093989943	0.1621178547046391	0.1749015657532272	0.1859880558393418	0.1957787250021298	0.2044804465561882	0.2122780613954788	0.2200052964799816	0	0
1004	u	0.01952325575741672	0.05723539775931308	0.07999732361002444	0.09635644328011647	0.1091767820877688	0.1276654071275735	0.1467979231871852	0.1620248485401431	0.1748132701965285	0.1859102942290334	0.1957178124145735	0.2044406914881856	0.2122510759583306	0.2199583978961762	0	0
1005	u	0.01951852318386447	0.05719853235457187	0.07994100954746212	0.09628719083065342	0.109098330089082	0.127575392631933	0.1467006960912796	0.1619267338324715	0.1747197014087506	0.1858269914978607	0.1956510856862722	0.2043950638360087	0.2122181113153581	0.2199074467139873	0	0
1006	u	0.01950767843385743	0.05715276525973966	0.07987563793008073	0.09620892538260746	0.1090108930778628	0.1274763979358408	0.1465945064724357	0.1618195767184882	0.1746168886500882	0.1857341231906135	0.1955744400168941	0.2043393592436476	0.2121748801169951	0.2198453918106899	0	0
1007	u	0.01948973573021432	0.05709880624055418	0.07980224457600842	0.09612271355738278	0.1089155623059701	0.1273695021167157	0.1464804658573995	0.1617045181082961	0.1745060005991543	0.1856328769041821	0.1954890626188735	0.2042747511328707	0.2121225702995516	0.2197693534726695	0	0
1008	u	0.01946745477773342	0.05704130324466618	0.07972559780279104	0.09603330496217077	0.108817103467682	0.1272595174994329	0.1463634490445219	0.1615865050777088	0.1743920637911919	0.1855283591591947	0.195400129357496	0.2042064779302248	0.2120665259295403	0.2196816092180511	0	0
1009	u	0.01944540201085527	0.05698587614149692	0.07965120559115021	0.09594616807434242	0.1087209920800025	0.1271519969105446	0.1462490658386201	0.161471218527942	0.1742808409417486	0.1854264217645405	0.1953135806025646	0.2041405757076114	0.2120129535446121	0.2195875239707705	0	0
1010	u	0.01942737447606931	0.05693606933865073	0.07958237954777457	0.09586459776009172	0.1086305299530329	0.1270503201981425	0.1461407353172414	0.1613621239525649	0.1741758464885734	0.1853306257101885	0.1952330114277518	0.2040806651176238	0.2119655611618792	0.2194918992442848	0	0
1011	u	0.01941442417419122	0.05689162780955016	0.07951867159206522	0.09578816929824986	0.1085452969334985	0.1269541036989392	0.1460380768855388	0.1612588433343264	0.1740767018546205	0.185240583035449	0.1951580053828013	0.2040262860022516	0.2119239050268961	0.2193963939163297	0	0
1012	u	0.01940442056518787	0.0568488649565256	0.0794563702061413	0.09571322771948232	0.10846164116329	0.1268596789115387	0.1459374050046668	0.1611576697962379	0.1739796732739831	0.1851525176761234	0.1950847144788301	0.2039734895818518	0.2118839841926006	0.2192986348390306	0	0
1013	u	0.01939335164086311	0.0568028991106765	0.07939076720359842	0.0956351252745045	0.1083749141648214	0.1267623371620042	0.1458339838637482	0.1610538381001286	0.1738799671846138	0.1850615978513122	0.1950082433939047	0.2039172920596788	0.2118407837306582	0.2191935979143915	0	0
1014	u	0.01937767187189468	0.05675053296561259	0.07931895366583439	0.09555098707581176	0.1082822393096536	0.1266591394871547	0.1457248615215699	0.1609443845959172	0.1737746165269156	0.1849648507991382	0.1949255966673187	0.2038546629808619	0.2117913282137742	0.219076302728464	0	0
1015	u	0.01935635878971197	0.05669214899884831	0.0792415719509891	0.09546144965548968	0.1081842553692842	0.1265507059936014	0.1456106746556256	0.1608299650892449	0.1736643061759107	0.1848629897013512	0.1948374993687412	0.2037863296760968	0.2117364626223492	0.2189442641864792	0	0
1016	u	0.01933144146979207	0.05663146601598282	0.07916242931369655	0.09537027053284149	0.108084720942269	0.1264408305894395	0.145495254700574	0.1607144580532157	0.1735529757679552	0.1847600189804269	0.1947480080300047	0.2037163970553675	0.2116804919174753	0.2187987177784271	0	0
1017	u	0.0193067693495062	0.05657342622474242	0.07908633599153671	0.0952821876139983	0.1079883747575804	0.1263343266497624	0.1453834588928338	0.1606027798082473	0.1734456150094045	0.1846610033664196	0.1946622444713009	0.2036500343742232	0.2116288165038304	0.2186435880813673	0	0
1018	u	0.01928591736938283	0.05652162428708969	0.07901660197886616	0.09520045108853897	0.1078984719361412	0.1262345284647912	0.1452786477091597	0.1604983338981494	0.1733456830695037	0.1845694547965891	0.1945837434240306	0.2035907641258185	0.2115851180898649	0.2184827920769117	0	0
1019	u	0.0192705196780561	0.05647673141691218	0.07895358221110582	0.09512539134703214	0.1078153522967913	0.1261418227720578	0.1451812006929697	0.160401508327194	0.1732535863648333	0.1844857920351992	0.1945128997256006	0.2035389113303086	0.2115498552431788	0.2183181688216689	0	0
1020	u	0.01925986249473455	0.05643660168147893	0.07889490878028703	0.09505466607173185	0.1077366931955134	0.126053898151071	0.1450887909726833	0.1603099791824478	0.1731670144692943	0.1844077080529498	0.1944473560160675	0.2034919733335717	0.2115205146829291	0.2181480709511437	0	0
1021	u	0.01925161861014119	0.05639757406089613	0.07883685301472468	0.09498460488151474	0.1076588388373411	0.1259670582734717	0.1449976777967106	0.1602199849718172	0.17308220566833	0.1843314480711624	0.1943833349430522	0.2034460831093062	0.2114933623993634	0.2179690772834811	0	0
1022	u	0.01924299119082171	0.05635600475373516	0.07877587388212821	0.09491175193712678	0.1075783504998939	0.1258778119805674	0.1449043484484851	0.1601280216881917	0.1729956928203173	0.1842535965683882	0.1943174409548192	0.2033977583522571	0.2114649732211575	0.217776790644	0	0
1023	u	0.01923162408551905	0.05630935324268749	0.0787096768020189	0.09483390512927106	0.1074930366921663	0.1257839048687474	0.1448065149248425	0.1600317889870262	0.1729051893793003	0.1841719036956162	0.1942474473030271	0.2033447062665267	0.211433193678778	0.2175680350148672	0	0
1024	u	0.01921602590827267	0.05625657722329402	0.07863754298519425	0.09475042894328577	0.1074022718976551	0.1256846696722325	0.1447035062825395	0.1599306284707448	0.1728100708563211	0.1840857973887371	0.1941728072039148	0.2032862542688723	0.2113972804143819	0.2173406050466035	0	0
1025	u	0.01919574852784695	0.05619819142862299	0.07856030243568379	0.09466219996276999	0.1073069305939024	0.1255809469922604	0.1445961557331787	0.1598253743750594	0.1727111881916054	0.1839961659993956	0.1940944310500991	0.203223183294771	0.2113579150960939	0.2170942708534428	0	0
1026	u	0.01917148526461422	0.05613613004865944	0.07848011312629334	0.09457137730603599	0.1072091626402889	0.1254748759335348	0.1444866191097753	0.1597182125023699	0.1726107759730933	0.1839053181775693	0.1940146865264409	0.2031577191133467	0.2113170102703653	0.216829967204936	0	0
1027	u	0.01914505380851349	0.05607341448959416	0.07840007394109305	0.09448101706844847	0.1071120044321816	0.1253694919825478	0.1443779372793426	0.1596122011255263	0.1725119292845374	0.1838164219354602	0.1939368267668	0.2030930196042689	0.2112773954634035	0.216550450354347	0	0
1028	u	0.0191190128299286	0.05601339590305633	0.07832345653144045	0.09439432701700189	0.1070186446231728	0.1252680051463994	0.1442733404260729	0.159510606145041	0.1724179702545501	0.1837328974142494	0.1938643941634936	0.2030325445797806	0.2112419627711254	0.2162589808038923	0	0
1029	u	0.01909585643140356	0.05595868404203996	0.07825267530698575	0.09431365653875781	0.1069314109131961	0.1251727622047327	0.1441751764521194	0.1594157873660563	0.1723312861326909	0.18365720570221	0.1937999759738179	0.2029788394023622	0.2112125995457999	0.2159591932297339	0	0
1030	u	0.01907703238594678	0.05591012929998203	0.07818835043031268	0.09423958157733722	0.1068508606666	0.1250843314335046	0.1440840128352449	0.1593283210847935	0.1722524749970414	0.183590015475481	0.193744381623556	0.2029326935684553	0.211189156841259	0.2156533405812665	0	0
1031	u	0.0190623385934191	0.05586649808255813	0.07812907751942691	0.09417068246002132	0.1067755564896354	0.1250012586010337	0.1439983752470639	0.1592467143953374	0.1721800304056492	0.1835298539598939	0.1936962659926185	0.2028927826246715	0.2111692066813724	0.215341955547364	0	0
1032	u	0.01905001672437516	0.05582501627839927	0.07807202723668186	0.0941041364064219	0.1067026586940119	0.1249206592854288	0.1439153534780791	0.1591680278820769	0.1721109842208124	0.1834737715010339	0.1936528163706689	0.2028563834955325	0.2111487155733733	0.2150237491522078	0	0
1033	u	0.01903759736886188	0.05578269770232528	0.07801429848845182	0.09403706938240049	0.1066292876431739	0.1248396078485285	0.1438320130842428	0.159089303572382	0.1720423424381629	0.183418769727287	0.1936111462279921	0.2028207053496079	0.2111232519860844	0.2146959451435817	0	0
1034	u	0.01902311238697871	0.05573774857177344	0.07795425326238775	0.09396785673388199	0.1065538080112091	0.1247564174202814	0.1437466488339521	0.1590087943869171	0.1719722957075185	0.1833630067734575	0.1935695307472129	0.2027842550159275	0.2110896773031698	0.2143566905984807	0	0
1035	u	0.01900599897446157	0.0556903124448872	0.07789217790188234	0.09389677893369754	0.1064764957706045	0.1246713544727393	0.1436595662389815	0.1589268254631512	0.1719011618753491	0.1833068038459006	0.1935284268480383	0.202747772880866	0.2110467838054129	0.2140051546886543	0	0
1036	u	0.01898720868922635	0.05564219312115177	0.07782992521381497	0.09382564377045627	0.1063991372555512	0.1245861993315927	0.1435725627080572	0.1588451946290164	0.1718307153260755	0.1832519283529867	0.193489764273254	0.2027136734941613	0.2109952498478695	0.2136433640647601	0	0
1037	u	0.01896857653333935	0.0555958141619175	0.07776985727754578	0.09375675436728424	0.1063240189031554	0.124503269298115	0.1434880116106171	0.1587663201875489	0.1717633922754923	0.1832008321164383	0.1934561537706787	0.2026850934622819	0.2109362533086171	0.213274176487592	0	0
1038	u	0.01895193322566802	0.05555313068660481	0.0777137928034604	0.09369186929351986	0.1062528796456767	0.1244243316868187	0.1434077014935253	0.1586919871735346	0.1717009327649255	0.1831551902470607	0.1934293519545613	0.2026643978332029	0.2108703906350797	0.212901047623643	0	0
